model_name,doc_id,system,language_locale,aspect,human_score,raw_output,judge_score
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,Claude-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,63d411be4c5a409e108fbdce6e3f8689,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fdefc09bc79c168c6ee59c351ac5db78,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,177682e7e6b3b0b5e4ad47b2fcaa4451,Qwen2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,38b0d67f9db7712c2c589f4ced8943f1,Gemini-2,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,38b0d67f9db7712c2c589f4ced8943f1,Llama-3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,170d490a7ae53347e8fe3eabe4e28001,DeepSeek-V3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,f41fcb5561abc3e4c98c32d80bd0ac2e,Llama-3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,0a3da1ceeb83f664b813bb28f001d766,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,df85068ad8d348d04f95ee17882f0da4,DeepSeek-V3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,38b0d67f9db7712c2c589f4ced8943f1,GPT-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,24223944994a18d516282ccef47ac54d,Gemini-2,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,b400d942abc879906d5d2e7cbf1445b5,Llama-3,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,AyaExpanse-8B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,170d490a7ae53347e8fe3eabe4e28001,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,Llama-3,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,729ece24c8d479efaf9f43a78bcdf42f,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,3,3.0
deepseek/deepseek-chat,14e076d13751e87d8c09f7f13125e755,Claude-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,GPT-4,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,f41fcb5561abc3e4c98c32d80bd0ac2e,DeepSeek-V3,Simplified Chinese (China),naturalness,5,7,7.0
deepseek/deepseek-chat,14e076d13751e87d8c09f7f13125e755,Qwen3-235B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,177682e7e6b3b0b5e4ad47b2fcaa4451,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,Llama-3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,d48c3ed115b970b0947d892881d35aa9,Qwen3-235B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Llama-3,Simplified Chinese (China),naturalness,5,4,4.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,34ff7b0c7d176187b5f56965bc072870,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,dff06d843446af8648fc9ff9afacb718,DeepSeek-V3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,aec42313c4c01a4d1e2240d54ab41992,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b400d942abc879906d5d2e7cbf1445b5,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,d48c3ed115b970b0947d892881d35aa9,Gemma-3-27B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,9071b005524e4661f6718fe829648c22,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,d48c3ed115b970b0947d892881d35aa9,Gemma-3-12B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,13ae1b97872d056d111cbf8dfd1617c2,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b15d69d9ac2994c645e9c261a9036af5,Gemma-3-12B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,b400d942abc879906d5d2e7cbf1445b5,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fdefc09bc79c168c6ee59c351ac5db78,Mistral-7B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e164924261a2ff3dddb8d1e0b4e5fdb6,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e164924261a2ff3dddb8d1e0b4e5fdb6,Mistral-7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,22645d3694ea307a2d88a0b1669a4550,AyaExpanse-32B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,6caeb46fd20a0b0f5a9f74da715d8b77,Claude-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,DeepSeek-V3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,a8de3aee209e73291020dfca4bc9547d,Mistral-7B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,453dbf627af720e73ca10e171bd55725,Gemma-3-12B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,0a3da1ceeb83f664b813bb28f001d766,Gemma-3-12B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e91353a8c4dde03994b2cbfb5521172e,Qwen2,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,22645d3694ea307a2d88a0b1669a4550,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e91353a8c4dde03994b2cbfb5521172e,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e91353a8c4dde03994b2cbfb5521172e,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,729ece24c8d479efaf9f43a78bcdf42f,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,22645d3694ea307a2d88a0b1669a4550,CommandA,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,0a3da1ceeb83f664b813bb28f001d766,Qwen2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,7a80c8edbaf9cffb15d2a71bb2427672,Claude-4,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,b15d69d9ac2994c645e9c261a9036af5,GPT-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,619fdd90dcf02a109782351e726f434d,Mistral-Medium,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,df85068ad8d348d04f95ee17882f0da4,Gemma-3-12B,Simplified Chinese (China),naturalness,3,6,6.0
deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Mistral-7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,0a3da1ceeb83f664b813bb28f001d766,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,729ece24c8d479efaf9f43a78bcdf42f,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,95641032115fac92e1ea4efa811faae8,Llama-3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,95641032115fac92e1ea4efa811faae8,Claude-4,Simplified Chinese (China),naturalness,3,6,6.0
deepseek/deepseek-chat,170d490a7ae53347e8fe3eabe4e28001,Qwen2,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,619fdd90dcf02a109782351e726f434d,Gemma-3-27B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,f41fcb5561abc3e4c98c32d80bd0ac2e,CommandA,Simplified Chinese (China),naturalness,5,7,7.0
deepseek/deepseek-chat,7a80c8edbaf9cffb15d2a71bb2427672,CommandA,Simplified Chinese (China),naturalness,7,4,4.0
deepseek/deepseek-chat,b9b10ffcbee1477b164fd32d4ef7fb40,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,12f396cdef01341d9b307c7048b8d77a,Qwen2,Simplified Chinese (China),naturalness,3,6,6.0
deepseek/deepseek-chat,e91353a8c4dde03994b2cbfb5521172e,AyaExpanse-8B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,14e076d13751e87d8c09f7f13125e755,Gemini-2,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,9721721aee5763207020928a6be3d9b1,Gemini-2,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,0a3da1ceeb83f664b813bb28f001d766,AyaExpanse-8B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,104373856e995a074579797ebe34fcb2,Qwen3-235B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,dff06d843446af8648fc9ff9afacb718,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,aec42313c4c01a4d1e2240d54ab41992,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,Gemma-3-12B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,9071b005524e4661f6718fe829648c22,DeepSeek-V3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,c78e58efb81dc261314dbe9683046b8a,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e91353a8c4dde03994b2cbfb5521172e,Mistral-7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,38b0d67f9db7712c2c589f4ced8943f1,CommandR7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,aec42313c4c01a4d1e2240d54ab41992,Gemini-2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,f188e8e224ad837ca63d8472c69cf931,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,170d490a7ae53347e8fe3eabe4e28001,Mistral-Medium,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,941c034555e30f65555a5ce841836317,Mistral-7B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,Qwen2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,941c034555e30f65555a5ce841836317,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,Mistral-7B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,Claude-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,Gemini-2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,Qwen2,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,63d411be4c5a409e108fbdce6e3f8689,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,Llama-3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,63d411be4c5a409e108fbdce6e3f8689,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,104373856e995a074579797ebe34fcb2,CommandR7B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,34ff7b0c7d176187b5f56965bc072870,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b15d69d9ac2994c645e9c261a9036af5,Gemini-2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b9b10ffcbee1477b164fd32d4ef7fb40,Gemma-3-12B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,7ce9fab7d8a5d11cac47de7ded5fb87c,Gemma-3-27B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,619fdd90dcf02a109782351e726f434d,Gemini-2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,941c034555e30f65555a5ce841836317,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,9071b005524e4661f6718fe829648c22,AyaExpanse-32B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,44ea53138d50a0f07b1fb8d5fa927a6d,CommandR7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,619fdd90dcf02a109782351e726f434d,Mistral-7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,GPT-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,fdefc09bc79c168c6ee59c351ac5db78,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,95641032115fac92e1ea4efa811faae8,GPT-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,12f396cdef01341d9b307c7048b8d77a,AyaExpanse-8B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,Gemma-3-12B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,63d411be4c5a409e108fbdce6e3f8689,Llama-3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,13ae1b97872d056d111cbf8dfd1617c2,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,DeepSeek-V3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,95641032115fac92e1ea4efa811faae8,CommandR7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,12f396cdef01341d9b307c7048b8d77a,Gemma-3-27B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,c78e58efb81dc261314dbe9683046b8a,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,c78e58efb81dc261314dbe9683046b8a,Mistral-7B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,f188e8e224ad837ca63d8472c69cf931,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fdefc09bc79c168c6ee59c351ac5db78,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,fdefc09bc79c168c6ee59c351ac5db78,Qwen2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,170d490a7ae53347e8fe3eabe4e28001,CommandR7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,dff06d843446af8648fc9ff9afacb718,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,362fcdcfe450161abe0dfc24f108c8a9,Gemma-3-27B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,d48c3ed115b970b0947d892881d35aa9,Qwen2,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,AyaExpanse-32B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,104373856e995a074579797ebe34fcb2,AyaExpanse-32B,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,e164924261a2ff3dddb8d1e0b4e5fdb6,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b9b10ffcbee1477b164fd32d4ef7fb40,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,Qwen2,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,fb2c387e7e5272a43305940219116463,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,Llama-3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,Gemma-3-12B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,fdefc09bc79c168c6ee59c351ac5db78,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b400d942abc879906d5d2e7cbf1445b5,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,a8de3aee209e73291020dfca4bc9547d,Gemma-3-12B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,f41fcb5561abc3e4c98c32d80bd0ac2e,Claude-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,c145f96bc4b6c5d0d18e06e89cb629bd,Gemini-2,Simplified Chinese (China),naturalness,7,7,7.0
deepseek/deepseek-chat,941c034555e30f65555a5ce841836317,DeepSeek-V3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,453dbf627af720e73ca10e171bd55725,Claude-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,14e076d13751e87d8c09f7f13125e755,CommandA,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,b400d942abc879906d5d2e7cbf1445b5,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,7ce9fab7d8a5d11cac47de7ded5fb87c,Gemini-2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,177682e7e6b3b0b5e4ad47b2fcaa4451,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,12f396cdef01341d9b307c7048b8d77a,AyaExpanse-32B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,12f396cdef01341d9b307c7048b8d77a,Mistral-Medium,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,25206396b6f90a56a632de9594cfa279,Gemini-2,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,b15d69d9ac2994c645e9c261a9036af5,AyaExpanse-32B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,24223944994a18d516282ccef47ac54d,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,22645d3694ea307a2d88a0b1669a4550,Gemma-3-27B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,DeepSeek-V3,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,941c034555e30f65555a5ce841836317,Llama-3,Simplified Chinese (China),naturalness,7,4,4.0
deepseek/deepseek-chat,95641032115fac92e1ea4efa811faae8,DeepSeek-V3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,f41fcb5561abc3e4c98c32d80bd0ac2e,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,c78e58efb81dc261314dbe9683046b8a,Qwen2,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Claude-4,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,7a80c8edbaf9cffb15d2a71bb2427672,Mistral-7B,Simplified Chinese (China),naturalness,6,3,3.0
deepseek/deepseek-chat,104373856e995a074579797ebe34fcb2,Gemini-2,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,169c53c4e9f905b5a1579bb2c89f80b4,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,df85068ad8d348d04f95ee17882f0da4,AyaExpanse-32B,Simplified Chinese (China),naturalness,3,6,6.0
deepseek/deepseek-chat,24223944994a18d516282ccef47ac54d,AyaExpanse-32B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,d48c3ed115b970b0947d892881d35aa9,DeepSeek-V3,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,df85068ad8d348d04f95ee17882f0da4,Claude-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,fd3d2779b04a00f64e86ebda4403eb34,Qwen3-235B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Gemma-3-12B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fb2c387e7e5272a43305940219116463,CommandR7B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,362fcdcfe450161abe0dfc24f108c8a9,CommandR7B,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,170d490a7ae53347e8fe3eabe4e28001,Mistral-7B,Simplified Chinese (China),naturalness,5,3,3.0
deepseek/deepseek-chat,14e076d13751e87d8c09f7f13125e755,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,b15d69d9ac2994c645e9c261a9036af5,CommandR7B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Mistral-7B,Simplified Chinese (China),naturalness,7,4,4.0
deepseek/deepseek-chat,d48c3ed115b970b0947d892881d35aa9,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,729ece24c8d479efaf9f43a78bcdf42f,CommandA,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,CommandR7B,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,22645d3694ea307a2d88a0b1669a4550,Mistral-7B,Simplified Chinese (China),naturalness,5,2,2.0
deepseek/deepseek-chat,cb75a2b7d6041b0ce85ec4218fe2f5e0,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,24223944994a18d516282ccef47ac54d,CommandA,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,df85068ad8d348d04f95ee17882f0da4,Llama-3,Simplified Chinese (China),naturalness,3,6,6.0
deepseek/deepseek-chat,362fcdcfe450161abe0dfc24f108c8a9,AyaExpanse-8B,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,34ff7b0c7d176187b5f56965bc072870,Mistral-7B,Simplified Chinese (China),naturalness,5,5,5.0
deepseek/deepseek-chat,38b0d67f9db7712c2c589f4ced8943f1,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,9071b005524e4661f6718fe829648c22,Llama-4-Maverick,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,fb2c387e7e5272a43305940219116463,Gemma-3-27B,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,6caeb46fd20a0b0f5a9f74da715d8b77,GPT-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,dff06d843446af8648fc9ff9afacb718,Qwen2,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,6caeb46fd20a0b0f5a9f74da715d8b77,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,24223944994a18d516282ccef47ac54d,Mistral-Medium,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,941c034555e30f65555a5ce841836317,AyaExpanse-32B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,a8de3aee209e73291020dfca4bc9547d,Claude-4,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fb2c387e7e5272a43305940219116463,Gemma-3-12B,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,a87d8ce85c5e14f8054f86aaa36f49ad,Llama-4-Maverick,Simplified Chinese (China),naturalness,7,5,5.0
deepseek/deepseek-chat,44ea53138d50a0f07b1fb8d5fa927a6d,CommandA,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,e4c27cfc2c87eba9a17d237c0988dcbd,Qwen2,Simplified Chinese (China),naturalness,6,6,6.0
deepseek/deepseek-chat,44ea53138d50a0f07b1fb8d5fa927a6d,AyaExpanse-32B,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,24223944994a18d516282ccef47ac54d,Claude-4,Simplified Chinese (China),naturalness,5,6,6.0
deepseek/deepseek-chat,729ece24c8d479efaf9f43a78bcdf42f,AyaExpanse-8B,Simplified Chinese (China),naturalness,7,6,6.0
deepseek/deepseek-chat,fb2c387e7e5272a43305940219116463,Mistral-Medium,Simplified Chinese (China),naturalness,7,6,6.0
